发电成本,开关成本,充放电成本,弃能源成本,碳捕捉成本,碳交易成本,碳封存成本,总成本,碳排放
2436894.4471007697,30,18000.0,613653.3879135938,303565.19328179583,645767.4015636846,1124315.530673318,5142225.960533163,4132.946674001486
2436755.726631075,30,20000.0,594155.7158094391,443226.8093798172,645709.3699735686,1641580.7754808045,5781458.397274705,2839.1595663901244
2444334.5090087834,30,18000.0,580564.1554739841,350119.5246121037,649032.6950351204,1296738.9800448285,5338819.8641748205,3736.998733061266
2447173.727265406,30,17000.0,572018.1353812783,195837.49035256583,650269.9591049298,725324.0383428363,4607653.350447016,5178.840002045379
2436923.646849595,30,17000.0,645049.4426114697,284564.2724802835,645785.2763126375,1053941.7499269762,5083294.388180962,4309.073327468985
2410043.6837288337,30,17000.0,631620.4429807616,498343.40572670626,633930.4468160506,1845716.3175063194,6036684.296758671,2202.1656236110894
2443220.1475695493,30,18000.0,613949.2403272,593166.3823438258,648545.9691892914,2196912.527199355,6513824.266629222,1481.3312539294777
2447372.937169387,30,17000.0,574729.8246829701,266557.94055800507,650354.3073448279,987251.6316963151,4943296.641451505,4524.927988983169
2412006.132437167,30,17000.0,591887.5569026589,480493.7273431272,634789.986987719,1779606.3975671378,5915813.8012378095,2376.682790896338
2442919.7472104663,30,19000.0,570474.2599682168,181273.75011341705,648408.2194272771,671384.2596793225,4533490.236398699,5293.670742492846
2442428.1759855505,30,19000.0,601859.4580583451,230607.9037451688,648194.9280370779,854103.3472043287,4796223.813030471,4834.579567871736
2440376.0675480254,30,16000.0,584001.8525773913,274744.47509715834,647295.827639451,1017572.1299894754,4980020.352851501,4416.239864697829
2433932.9310785728,30,18000.0,598495.0829542007,404561.9687421643,644469.628162853,1498377.6620080161,5597867.272945807,3183.836792967626
2434629.0097260624,30,18000.0,625755.3164433272,376353.48870937934,644781.3328574409,1393901.8100347384,5493450.957770949,3448.378086283488
2436708.220839217,30,17000.0,584499.911873401,336022.7053403389,645691.3108450912,1244528.5382975515,5264480.6871956,3831.5959751710825
2438739.2988456166,30,19000.0,586420.821192331,278285.71163332625,646581.8990006334,1030687.8208641711,4999745.551536079,4375.773985480791
2453662.070118529,30,17000.0,662969.3247342233,620538.2255233853,653107.0471273354,2298289.724160686,6705596.391664159,1276.9321103223206
2438965.2402762617,30,15000.0,609315.6126168144,256860.8500743302,646679.2672748768,951336.4817567786,4918187.451999062,4575.199303940063
2433364.991396042,30,18000.0,579529.0501701763,325335.63129350875,644228.2900686442,1204946.782568551,5205434.745496922,3914.8189582952277
2431611.3267794456,30,15000.0,589974.7577696758,465091.4654137935,643453.1369987645,1722560.9830140502,5867721.66997573,2612.4484779354602
2448345.0617938964,30,17000.0,624360.8844194592,606059.1823067844,650777.366909134,2244663.6381732756,6591236.133602549,1385.9470003639483
2415725.43832923,30,17000.0,593074.3932067512,391434.8222214797,636417.1754342301,1449758.600820295,5503440.430011986,3218.79893272593
2443626.157743315,30,18000.0,585934.6510089347,520415.4478714584,648719.321465559,1927464.6217461422,6144190.199835409,2156.815020533128
2435484.5173417283,30,18000.0,595844.909929867,351165.6233800633,645159.3731226287,1300613.41992616,5346297.843700447,3685.6640106429722
2436580.8115202864,30,19000.0,598434.5058829765,255318.54646674593,645636.057437485,945624.246173133,4900624.167480627,4578.262582819694
2432669.7869385574,30,15000.0,585795.9168520713,204027.47462633965,643916.9707942279,755657.3134308876,4637097.462642084,5034.69511205964
2435427.5490480713,30,18000.0,581984.449342985,412387.2791019136,645130.0542868644,1527360.2929700506,5620319.624749886,3118.481571734705
2439549.63078611,30,19000.0,574971.378413889,273743.0900336511,646937.2733022675,1013863.29642093,4968094.668956848,4421.656525638723
2446777.976336632,30,18000.0,680374.7746109201,151622.60638694794,650088.8370643867,561565.2088405478,4508459.403239435,5586.2895269780565
2445617.6963881785,30,18000.0,613065.2497140277,174468.04323181562,649592.6618824285,646177.9378956135,4546951.589112064,5369.42248733009
2443032.3678754796,30,16000.0,663295.3785640716,180282.06884690752,648460.2903366475,667711.3660996575,4618811.471722763,5303.412878693303
2445960.028485679,30,13000.0,661959.30814763,182443.05039366876,649744.6288285907,675715.0014580325,4628852.017313601,5297.2138816085835
2446953.043096807,30,17000.0,624307.4043440875,197202.123036644,650171.6156008231,730378.2334690519,4666042.4195474135,5165.147057196435
2448722.5769667155,30,17000.0,576101.9781399107,207213.7529340472,650943.6478357181,767458.3442001748,4667470.300076567,5080.74820224922
2449120.805183534,30,17000.0,683939.8109108217,207508.04965980147,651115.5986209081,768548.3320733387,4777262.596448404,5079.872165740396
2447689.265763852,30,17000.0,622618.9504982379,222225.90945138535,650489.5844358284,823058.92389402,4783112.634043324,4936.864350865255
2443345.4784918157,30,16000.0,621236.2535348277,228672.47967790058,648596.4363725015,846935.1099181504,4804815.757995196,4856.817455016468
2451431.446087648,30,11000.0,587440.5275731734,246774.87259828497,652125.0525448119,913981.0096232776,4862782.908427196,4727.144815133331
2445188.875286962,30,19000.0,576304.9034405837,250464.04429874453,649399.2355208988,927644.6085138686,4868031.667061058,4663.675957434671
2458672.677781851,30,15000.0,535339.3677371575,258498.76970394357,655303.7165153361,957402.8507553465,4880247.382493635,4652.769394781913
2442504.436187044,30,18000.0,616647.0358280689,250290.10295972804,648232.7903863562,927000.3813323261,4902704.746693523,4652.744104586994
2437317.9800155475,30,19000.0,617829.9422323311,254220.1494159102,645952.186286335,941556.1089478156,4915906.36689794,4591.832160816859
2444685.4453458516,30,18000.0,580999.8475676393,270992.9113116274,649167.9374810897,1003677.4493023237,4967553.591008532,4471.10677976666
2434745.920075106,30,18000.0,614268.2548053764,267664.52250851924,644830.1332541907,991350.0833648861,4970888.914008078,4455.2821384070385
2441575.369223458,30,17000.0,575822.1050498517,274196.76838804147,647822.4543323753,1015543.5866223758,4971990.283616102,4426.973875727668
2456232.1359235523,30,18000.0,546137.0560802275,282598.73630546685,654230.2677596575,1046661.9863165439,5003890.182385448,4418.07909614044
2443609.072162357,30,18000.0,613522.5939818847,276755.9391340304,648706.022368877,1025021.9967927053,5025645.624439854,4412.77858187713
2451098.3925149837,30,16000.0,583951.1302675584,286624.7505998819,651985.9360402108,1061573.1503699333,5051263.359792568,4356.668586873132
2458038.365806722,30,17000.0,573348.7282488835,294531.9564498654,655016.5511645217,1090859.0979624644,5088824.699632457,4316.040977292998
2447630.4122327324,30,16000.0,625141.5180177666,296052.9607651509,650465.2598008786,1096492.4472783364,5131812.598094865,4253.01898718995
2449128.3018967067,30,18000.0,648828.0903404488,313934.34750651027,651130.2401070284,1162719.8055796677,5243770.7854303615,4094.6009173092007
2447457.969608345,30,19000.0,680538.7632327231,321904.9550421253,650400.2778029576,1192240.5742300937,5311572.539916244,4012.949938650116
