发电成本,开关成本,充放电成本,弃能源成本,碳捕捉成本,碳交易成本,碳封存成本,总成本,碳排放
2298034.246359801,30,12000.0,512411.7688492572,447341.2977539165,584759.9715436306,1656819.621310802,5511396.905817407,2145.692576224399
2299003.8823118145,30,17000.0,499472.9637501008,450469.2980893484,585191.4028443005,1668404.807738328,5519572.354733892,2121.368656399347
2297861.250216771,30,15000.0,515871.52652271965,538753.0867245798,584685.9827568477,1995381.802683629,5947583.648904547,1298.4915444398284
2298768.9429235943,30,13000.0,520864.9049354722,496134.4664351664,585085.277635254,1837535.0608709867,5751418.652800473,1697.4018922876298
2298090.133113427,30,15000.0,516196.4025273788,554185.1369197437,584782.9504624825,2052537.5441471986,6020822.16717023,1156.6448542823523
2297672.749859917,30,13000.0,530159.6852430458,176879.32121921558,584599.7555779713,655108.5971082059,4257450.109008356,4648.247384411974
2297143.4468055703,30,13000.0,549870.3778039985,158159.4620348583,584367.3344563803,585775.78531429,4188346.4064150974,4819.080262051698
2298374.7408914794,30,17000.0,524191.85029094876,114134.0945808841,584909.2543076229,422718.86881808925,3961358.808889025,5232.549648466851
2297074.59419043,30,12000.0,530780.2367381313,126985.8268341382,584338.6977768289,470317.8771634749,4021527.232703003,5107.417111143237
2298848.232513164,30,13000.0,502714.75245706836,533304.9667215777,585122.4229443687,1975203.5804502878,5908223.955086467,1353.6300052653432
2297924.352164699,30,17000.0,524768.6168579722,99446.4785149523,584711.203055297,368320.2907961196,3892200.9413890406,5366.416510163433
2300229.1659774054,30,14000.0,500814.1296949084,550726.028224791,585728.3457382023,2039726.0304621889,5991253.700097496,1198.8391790940152
2297958.8881753874,30,17000.0,510993.0997017945,558573.673530239,584724.5560937054,2068791.3834453295,6038071.600946456,1115.3823595985602
2297768.6636220245,30,15000.0,529222.914016812,157955.43156383815,584642.2786159599,585020.1169031044,4169639.4047217392,4823.925821892347
2297820.8143652356,30,11000.0,530406.8876202046,128519.35282351414,584667.7218169064,475997.6030500523,4028442.3796759127,5096.755689330852
2298348.9158193935,30,10000.0,589121.4408157398,114144.30001779697,584899.8059687557,422756.66673258133,4019301.1293542674,5232.353558639039
2298127.6109419046,30,13000.0,522407.3097628863,110858.05383115563,584798.6898954841,410585.38455983566,3939807.048991266,5261.694494465832
2298154.7354363073,30,15000.0,528780.2367381314,100528.26782421788,584814.1095207754,372326.91786747356,3899634.267386905,5357.506463619224
2298167.448469878,30,17000.0,588323.0161029927,67026.87798272219,584817.7108047277,248247.69623230438,3803612.7495926255,5667.743241190506
2297993.683777702,30,17000.0,588316.6422602716,78811.96755266107,584740.8754470914,291896.1761209669,3858789.3451586924,5557.795854827598
2298054.0011605606,30,17000.0,588316.6422602716,88382.13803698788,584767.673985278,327341.25198884396,3903891.707431942,5469.471321482493
2297315.2027340718,30,15000.0,590386.2824328411,96046.7994361774,584442.7284680593,355728.886800657,3938949.8998718066,5395.008196633405
2298121.3482285407,30,16000.0,590368.6322018411,96926.18158694946,584798.1029970942,358985.8577294424,3945230.1227438683,5390.687000806437
2297637.910885971,30,13000.0,594267.3468465212,100491.59516228606,584586.0691844578,372191.09319365205,3962204.0152728884,5355.393978676705
2297327.9043265516,30,12000.0,596267.6220110359,100546.66943703362,584451.9336360807,372395.0719890134,3963019.201399715,5353.441713963819
2297887.815913963,30,13000.0,561613.3479785508,111607.88040472267,584697.97695114,413362.5200174914,3982199.5412658686,5253.668720936271
